Genus.species;Ed/Hd;Bbl/Bl;Mo/Bd;Jl/Hd;Eh/Bd;Bl/Bd;PFi/Bd;PFl/Bl;CFd/CPd
Chaetobranchus.flavescens;0.200007575757576;0;0.407657645081496;0.297098484848485;0.547040856780707;2.4848203965626;0.329445136217188;0.348318217364338;2.12313846153846
Chalceus.macrolepidotus;0.465899710562887;0;0.31468404746595;0.537820131030375;0.346162389665049;3.73094639621208;0.132863739989478;0.186932141329535;2.98205714110448
Characidium.pellucidum;0.558824416278859;0;0.22893826988898;0.500216099948739;0.355881995239502;6.41433130056582;0.0767297345819506;0.249980362397286;1.38016257699687
Characidium.zebra;0.51612930754753;0;0.267420559177436;0.558481179308598;0.355638867697294;4.93131449502746;0.173783275638336;0.214305032459744;3.02571078870107
Charax.gibbosus;0.504468207668585;0;0.30463284411058;0.372629736247046;0.280134280714554;2.60645732630412;0.0897566318155654;0.194686398954154;2.27529193897836
Charax.niger;0.446182770548866;0;0.346260042139304;0.873686691588189;0.277370203160271;2.55015497604676;0.1042556150357;0.238609114559507;3.33549330056226
Chasmocranus.brevior;0.286773777124747;0.161243370206807;0.265414020062382;0.565759794741422;0.508878048187119;9.28371740154098;0.290802619597517;0.09393251090431;2.27797334839875
Chasmocranus.longior;0.434224828934506;0.213974793833564;0.336069795806167;0.306451612903226;0.61600230055005;8.5476522335174;0.251914678594654;0.125662193315168;1.87772439725724
Chilodus.zunevei;0.530964757388172;0;0.304797985233657;0.278229521329862;0.194851223920888;2.91557804407497;0.105603143842272;0.216295689191059;2.87951317358777
Cichla.monoculus;0.27695295158194;0;0.373154005593633;0.739148594088931;0.52928242985882;3.63150336817109;0.33952066496381;0.235786636559897;2.88064364076055
Cichla.ocellaris;0.308440678054675;0;0.245021707412046;0.502212676235777;0.440071448832598;2.88820731930085;0.382227042560087;0.262384252803398;2.38197316005007
Cichlasoma.amazonarum;0.321798913043478;0;0.293390775274879;0.315266304347826;0.416298885175642;1.99304510319141;0.363587081303094;0.318254472378533;1.6964661976358
Cichlasoma.bimaculatum;0.40360447761194;0;0.205716498463177;0.340679104477612;0.371298111441871;2.20239276523311;0.391264712763297;0.272792873312283;1.93145300324116
Cleithracara.maronii;0.278577977138582;0;0.288980480754581;0.189646325534054;0.400990732237437;1.90745845240769;0.271396590547788;0.246183118424004;1.75712534453427
Copella.arnoldi;0.606655296166009;0;0.328862185206689;0.346237270165668;0.291294249540015;5.15428177913491;0.140107359270989;0.244101861330698;2.66732531963779
Copella.carsevennensis;0.672390194820846;0;0.398228420470418;0.453087898135567;0.275174857987909;4.8596802075955;0.167776307187771;0.175683154688027;1.48105624214495
Corydoras.aeneus;0.229652669858966;0.194904436932606;0;0.110640084930734;0.404408835914469;2.60919877731134;0.0561797752808989;0.220212745926246;1.77198850156414
Corydoras.aff..brevirostris;0.322917203229543;0.118342627578281;0;NA;0.424271039864457;2.47697484718525;0.050054107098448;0.25894102598233;2.36246796334173
Corydoras.aff..guianensis;0.319325090839354;0.163190889094371;0;0.157305925844634;0.477591718969285;2.5507247898498;0;0.312993308871863;2.67458020314844
Corydoras.aff..oiapoquensis;0.313118230597344;NA;0;NA;0.424783968780004;2.38486520448301;0;0.279335288802804;2.17853219335117
Corydoras.amapaensis;0.292003488967572;0.192427340409368;0;NA;0.549728566943827;2.97461561529872;0.0375180375180375;0.173472249354258;2.85634807710024
Corydoras.approuaguensis;0.259091176470588;0.199407397793449;0;NA;0.528034;2.712106;0;0.304337662318508;1.93877551020408
Corydoras.baderi;0.283943803311591;0.102714295134797;0;0.0989362769693929;0.43287464397241;2.39376136714595;0;NA;2.0694133953322
Corydoras.condiscipulus;0.343014627941488;0.154485425294037;0;NA;0.452354194469809;2.90040036524549;0;0.204376851605195;3.2453816780763
Corydoras.geoffroy;0.239019209050653;0.177359842250532;0.0373044775690095;0.275574431051912;0.593274955042221;2.92566747190776;0.157149014190562;0.260437553869594;3.30180740502529
Corydoras.nanus;0.314584170013387;0.164147609034702;0;NA;0.348175225420299;2.77909964737845;0;0.319628668238651;1.96554384810959
Corydoras.oiapoquensis;0.269261628020981;0.180242018418279;0.0147582697201018;0.276404494382022;0.387004307535779;2.29397558096012;0.0353326063249727;0.261877414362612;2.13539405567043
Corydoras.punctatus;0.30106361007848;0.142297808340921;0;NA;0.468262064666043;2.27982515798124;0;0.334578370534258;2.42240379280779
Corydoras.sipaliwini;0.39033357893064;NA;0;NA;0.460647751474944;2.80080785331342;0;0.163873500789265;2.52401704435406
Corydoras.solox;0.245654112466443;0.139573195153639;0;NA;0.597041142488598;2.9403466748607;0;0.197256100119775;3.5286014951033
Corydoras.sp2.aff..trilineatus;0.294641547084544;NA;0;NA;0.425628625212348;2.30301036102906;0;0.301938450701417;2.00649670243134
Corydoras.sp3.aff..elegans;0.274907026815424;0.188941412762055;0;NA;0.319991327258034;2.63663839265182;0;0.211812140075106;2.74500847533232
Corydoras.sp5.aff..Breei;0.362571912994334;0.0906766666666667;0;NA;0.446882352941176;2.94117647058824;0;0.248773333333333;2.57142857142857
Corydoras.spilurus;0.306407898999638;0.178671065662392;0;0.343009460727572;0.526346348037587;2.84933561534832;0;0.168816717521697;2.62294144207047
Creagrutus.melanzonus;0.50736817504232;0;0.169522969045267;0.242669723843452;0.441702078677014;4.2440253623536;0.146610519045746;0.166440569628922;2.16333
Creagrutus.planquettei;0.473150137026887;0;0.359398474199908;0.304890995728711;0.415080650480385;3.87685869859952;0.124585021948949;0.168335510359937;2.01857142857143
Crenicichla.albopunctata;0.507926007914981;0;0.316647238392568;0.485464489725604;0.355443219706349;4.30514968548997;0.432547749410925;0.190161519255965;2.00379909937046
Crenicichla.alta;0.421758338285065;0;0.227295229204679;0.65866639109205;0.401338029165075;3.86841063068415;0.425262726128343;0.165343390597092;2.15172184328731
Crenicichla.johanna;0.470873555615547;0;0.307207317311783;0.512404316960741;0.427917879952968;4.77308270014923;0.528879229262751;0.202573731028373;1.92262311589405
Crenicichla.multispinosa;0.438891408667839;0;0.213249586371968;0.593815137611942;0.451329663735278;5.40564150124795;0.446931608786366;0.158181564058641;1.30659032459751
Crenicichla.saxatilis;0.469657851513299;0;0.265049464567951;0.448281444103471;0.350608973082169;4.39899987217709;0.441831682919277;0.171606875400456;1.74359906881238
Crenicichla.ternetzi;0.579879627117818;0;0.236530141898377;0.507005115011369;0.377698913966238;5.18296842409618;0.43424309136371;0.13777343704717;1.87811508582746
Crenuchus.spilurus;0.422863525929993;0;0.273915324377482;0.387515521159898;0.384019461218562;3.29207192083527;0.138194677353311;0.146228679488529;2.13247409032258
Cteniloricaria.platystoma;0.391423451628185;0.0183482312546726;0;0;0.560769800148039;11.7619245003701;0;0.252480120022454;10.3297413793103
Ctenobrycon.spilurus;0.484662576687117;0;0.275784793814433;0.164846625766871;0.253867268041237;2.10309922680412;0.126314432989691;0.22163351215223;3.81071285226043
Curculionichthys.karipuna;0.257142857142857;NA;NA;NA;0.490566037735849;4.56603773584906;0.283018867924528;0.136363636363636;1.20689655172414
Curimata.cyprinoides;0.528372394708154;0;0.192309322775894;0.277590289601178;0.261634469952285;2.60702520036198;0.117860207918135;0.196027880408126;2.80923380320642
Curimatopsis.crypticus;0.633802816901408;0;0.211016118098472;0.355478873239437;0.277680152164327;3.03407243601135;0.125219657630264;0.174321041214751;3.01729310344828
Cynodon.meionactis;0.359775526316873;0;0.431359488912278;0.887617155608364;0.470154108639245;3.64211856200217;0.254805259541625;0.315026173178978;3.73654871035955
Cynopotamus.essequibensis;0.431766217972235;0;0.434960400295983;0.816609105502291;0.394270810896127;2.97629030586971;0.0968316350739652;0.149171152879907;3.64029341704478
Cyphocharax.aff..spilurus;0.545526586724806;0;0.219455983266862;0.218786506782946;0.275166562276439;2.99903043862358;0.164602486977622;0.181519325241135;2.0005905421422
Cyphocharax.gouldingi;0.507483953527153;0;0.213949078632867;0.438923488259723;0.306080085159552;2.84915135173939;0.133884836914528;0.150091821314135;3.20937986944817
Cyphocharax.helleri;0.620091032722128;0;0.221334597964339;0.180240308098749;0.269045298180278;2.86391976835095;0.114489799081046;0.204619800161023;2.56032703368602
Cyphocharax.microcephalus;0.535628202610295;0;0.213777853618304;0.232784016854434;0.212547815081837;2.50985452839043;0.0853205921249094;0.192968291874527;2.14622109719002
Cyphocharax.punctatus;0.717088070826237;0;0.165861573574765;0.235849576986989;0.227251127061458;3.13579144989759;0.159802369962659;NA;3.35327333373506
Cyphocharax.spilurus;0.542553191489362;0;0.211206896551724;0.372340425531915;0.241379310344828;2.64224137931034;0.0818965517241379;0.200652528548124;2.20987654320988
Doras.carinatus;0.395503672479995;0.192863705143348;0.0693694160469151;0.299604421268657;0.53035010515106;4.7272173951442;0.134189707577294;0.199590039195705;4.08906144401515
Doras.micropoeus;0.389955166605653;0.0750168967400865;0;NA;0.547900270544232;4.50944859583519;0;0.183401383218065;4.54187371042202
Dormitator.maculatus;0.373193918378765;0;0.295558817835083;0.299800584507234;0.325738653409331;3.27820699075725;0.395417557042197;0.214721012140416;2.26234575557208
Eigenmannia.virescens;0.285889330514077;0;0.198601784108541;0.244397727272727;0.288424364055884;7.25476737699534;0.20927975593061;0.0685942062827907;0
Electrophorus.electricus;0.199444444444444;0;0.290718802238535;0.494148148148148;0.330420088669235;8.77638273130315;0.345700995711898;0.032373601757288;0
Eleotris.pisonis;0.424293956043956;0;0.411992655913431;0.731388278388278;0.425772146746044;4.73188614121678;0.55560912385443;0.207979223112592;2.11733708414873
Erythrinus.erythrinus;0.45196735208015;0;0.291916230797432;0.576691178907355;0.329739042697651;4.36136877518021;0.199290586716977;0.169768728665961;1.55613280524217
Farlowella.reticulata;0.39109063799701;0.00765201102501748;0;0;0.594319021039073;19.2842351509947;0.0291970802919708;0.0852757440400957;3.14705882352941
Farlowella.rugosa;0.285595967384941;0.00519390320315862;0;0;0.778625;21.5252375;0;0.0951592287889971;NA
Fluviphylax.palikur;0.790343837054223;0;0.664053150072978;0.315778466977596;0.470570089373699;6.01053689914111;NA;NA;1.59046891993642
Galeocharax.aff..gulo;0.449758812514997;0;0.227307155699882;0.984874773619345;0.28369458277678;3.35429775407238;0.0720371376943208;0.167621788309035;3.21810941337831
Gasteropelecus.sternicla;0.230637649033564;0;0.235094697825792;0.123230977198906;0.430443429914569;1.94368304479501;0.601184287845229;0.407194401873484;2.88902777777778
Geophagus.camopiensis;0.28709181157072;0;0.253367085304109;0.270001849867129;0.607142483347592;2.79248694152802;0.339589284520738;0.321644237702039;2.84177318300401
Geophagus.harreri;0.236051654053481;0;0.22887151212461;0.219487627110665;0.613900376241356;2.49804297664851;0.332166291151354;0.310892038781268;2.23911748178869
Geophagus.surinamensis;0.31675830621095;0;0.158760042925643;0.221751629867631;0.548259506984973;2.55471023089275;0.349300398223878;0.330897582383667;2.45289708528657
Glanidium.leopardum;0.503213701773774;0.212111483020666;0.234610072025033;0.430700371170891;0.355659250733865;5.37468610782967;0.124424457385962;0.177439997882421;1.84201293847913
Gobiomorus.dormitor;0.305555555555556;NA;0.41340782122905;0.902777777777778;0.418994413407821;5.68156424581006;0.424581005586592;0.192723697148476;2.24489795918367
Guianacara.geayi;0.515227549557892;0;0.149318762095409;0.357545255822831;0.541932491362893;2.23723479749602;0.368329347786923;0.288081367606249;1.9282617067659
Guianacara.oelemariensis;0.278679387561064;0;0.224095215567148;0.180510475066391;0.594910548659786;2.1787097095477;0.348648581352788;0.294339159030974;1.7223720174337
Guianacara.owroewefi;0.36999544758127;0;0.19637895222855;0.164826854570806;0.550049217994374;2.37638812752682;0.374820739149725;0.289120031793686;2.17639637197016
Guyanancistrus.brevispinis;0.277554930567865;0.0332709376282269;0.0963517667752058;0.103328778195184;0.729395916663763;4.76414128014048;0.0313688212927757;0.179768555466887;2.68992705485454
Guyanancistrus.longispinis;0.212900274497342;NA;0;0;0.676517050259809;4.82026403425862;0;0.375763266578312;2.39960159743817
Guyanancistrus.niger;0.264063619086382;NA;0;0;0.680989461285764;5.07271240398279;0;0.275330912929566;2.65329157333868
Gymnotus.anguillaris;0.310076923076923;0;0.23969959818866;0.330846153846154;0.223228522227183;9.58299317558518;0.223228522227183;NA;0
Gymnotus.carapo;0.173147772057084;0;0.287619627224393;0.320838541268878;0.271862270950641;8.27144426126612;0.219618107583795;0.0504870626278807;0
Gymnotus.coropinae;0.212291003755648;0;0.281043665596262;0.218525241675618;0.320801830009148;11.4487648061778;0.293015069400052;0.0370228297920569;0
Harttia.fowleri;0.419157187844538;NA;0;0;0.682325031103213;8.71793435899815;0.0381944444444444;0.310156099548971;7.02804333162967
Harttia.guianensis;0.358750280438332;0.0134532627136177;0.00947844724934508;0.0997405768123257;0.749154095554095;10.1993002719775;0.0411120556177339;0.245400078159875;5.60496456767466
Harttiella.crassicauda;0.259084355950097;NA;0;0;0.633215333073923;6.67566695454934;0;0.226264047938925;2.12342123421234
Harttiella.lucifer;0.206550005277848;0.108699788650002;0.11909107572591;NA;0.571852521955537;7.40920048499279;0.03368393625398;0.198660655264873;2.30286169159506
Harttiella.pilosa;0.189755606826383;NA;0;NA;0.728765126670886;7.43835496341106;0;0.195027858123386;5.43956043956044
HarTtiella.sp;0.121445661973785;NA;NA;NA;0.613056652696958;6.65954864775228;0.0251228630868031;0.208115593615911;1.81053271710046
Helogenes.marmoratus;0.16354282120326;0.298767164900728;0.348695839528791;0.428780780766543;0.431271754893192;4.6001997580442;0.316884773069926;0.165278270340842;1.96363510977797
Hemiancistrus.medians;0.270400804766057;0.0562739623914368;0;0;0.684922631819531;4.01408767108378;0;0.300588741231964;3.09193955068574
Hemibrycon.surinamensis;0.441858913409441;0;0.343211015917533;0.415759812885595;0.37347448817323;3.12972370766706;0.111713232278228;0.18080630023953;2.10971400041908
Hemigrammus.aereus;0.547276921378477;0;0.344528242007629;0.279870194011726;0.286294258186979;3.04318784692491;0.0868756848679365;0.277921142651383;3.56355143270595
Hemigrammus.aff..marginatus;0.570814010456165;0;0.320396973911271;0.400092615584921;0.317757519713992;2.78874172667633;0.127421926765158;0.208875648493615;3.13020461509737
Hemigrammus.bellottii;0.491189025502572;0;0.301441927112037;0.359334525155971;0.327134082186839;3.52740062326523;0.0950629778450254;0.138760425425539;3.35865135235272
Hemigrammus.boesemani;0.44376804317811;0;0.304801971405737;0.318647755324045;0.280614510256638;2.87052659621703;NA;NA;3.55875632950475
Hemigrammus.guyanensis;0.533875574185281;0;0.376185610311127;0.282341698611096;0.366932678021778;2.86490468100579;0.106571713359705;0.167006199111162;3
Hemigrammus.ocellifer;0.514283683456007;0;0.36561158062576;0.312755508511059;0.339965127185834;2.73567299173497;0.154166411007005;0.215345886587015;3.27520432461557
Hemigrammus.ora;0.467153284671533;0;0.325581395348837;0.405620437956204;0.313953488372093;2.84505813953488;0.116279069767442;0.174380981574197;2.687525
Hemigrammus.rodwayi;0.555668198925104;0;0.329530309465575;0.329231880233866;0.34304837504943;3.01704037844725;0.1100850920488;0.187458282868245;3.83592017738359
Hemigrammus.unilineatus;0.465772552534951;0;0.330261556890746;0.286903756313675;0.348758241447288;2.19780416717758;0.0943227157396316;0.172147856949732;4.68644505341753
Hemiodontichthys.acipenserinus;0.406085714285714;0.0234893952651492;0;0;0.64282;11.36002;0;0.136429337272294;6.22222222222222
Hemiodus.aff..unimaculatus;0.612244897959184;0;0.261152068126521;0.0964336734693877;0.241687347931873;4.03071776155718;0.11830900243309;0.165396513996831;3.27161610685576
Hemiodus.huraulti;0.64014;0;0.219350239430464;0.2;0.264589613443589;3.74972944115688;0.0645147763030775;0.170061607454317;2.4821763331699
Hemiodus.quadrimaculatus;0.5709561934518;0;0.154103331594516;0.166186500032546;0.296549296343228;3.88258164698759;0.162132970348786;0.168368086970438;3.32007269677079
Hemiodus.unimaculatus;0.63966994971469;0;0.176306100534737;0.343359079206421;0.235292059275391;3.78862129061472;0.106162208406332;0.129996264475159;3.496884094999
Hemisorubim.platyrhynchos;0.33244313035766;0.453664335332938;0.24924664030957;0.357571942963122;0.375496294057902;5.65219980190208;0.103655578219301;0.127952630363388;2.42327767037534
Heptapterus.bleekeri;0.248053890465099;0.164229593436977;0.370076117581351;0.575844025410957;0.543771406705777;9.74408391330492;0.389538980713489;0.0883258157020394;1.28860875241628
Heros.efasciatus;0.213436415014065;0;0.247838428228547;0.207269052123445;0.41328726011266;1.77955868665249;0.356592861244942;0.31101301504244;1.68766854199003
Hoplerythrinus.unitaeniatus;0.316488012225538;0;0.297217946489174;0.892798820467417;0.377342367028114;4.22513159291768;0.183083683663046;0.16919052383753;1.42044031255392
Hoplias.aimara;0.357372276887606;0;0.289806097195799;0.997994528066324;0.407958896638775;4.27529742363077;0.191406399909483;0.182971743076198;1.83907823262289
Hoplias.malabaricus;0.418948572952165;0;0.344192799326878;0.877171503365388;0.447967891235014;4.56468421036615;0.155164097739621;0.167437100840373;1.72911018834087
Hoplosternum.littorale;0.262497136813373;0.546289786880052;0.0836940836940837;NA;0.371268939428638;3.28164783500198;0.163713927453508;0.201942656616556;1.73590964967453
